Wall time,Step,Value
1649814314.6665807,199,0.8509904146194458
1649814315.9141214,201,0.8515667915344238
1649814456.710611,399,0.865851640701294
1649814462.0393128,403,0.8668193221092224
1649814680.214789,599,0.8648707866668701
1649814687.3177805,605,0.8699547052383423
1649814890.654333,799,0.8553086519241333
1649814896.0748162,807,0.841738224029541
1649815145.3359356,999,0.8548144698143005
1649815155.4278255,1009,0.8756321668624878
1649815501.3624272,1199,0.5160311460494995
1649815515.6980374,1211,0.4959188401699066
1649815708.9199567,1399,0.46712005138397217
1649815723.819389,1413,0.4659302532672882
1649815917.6045785,1599,0.4285570979118347
1649815927.1379497,1615,0.423505574464798
1649816076.0043123,1799,0.42028242349624634
1649816086.58945,1817,0.39712145924568176
1649816281.030148,1999,0.38753217458724976
1649816752.3003163,2019,0.389829158782959
1649816909.9636958,2199,0.36668139696121216
1649816923.1001456,2221,0.38069409132003784
1649817067.0552838,2399,0.358454167842865
1649817081.6061077,2423,0.38264328241348267
1649817318.8032205,2599,0.36665570735931396
1649817334.427631,2625,0.3779980540275574
1649817464.6836112,2799,0.34244924783706665
1649817481.5624402,2827,0.3620379865169525
1649817768.0238624,2999,0.3459148705005646
1649817795.891756,3029,0.3587690591812134
1649817999.5012422,3199,0.34706711769104004
1649818032.002606,3231,0.3236926198005676
1649818226.305084,3399,0.3209475874900818
1649818258.7483637,3433,0.33689188957214355
1649818441.1595762,3599,0.3322073817253113
1649818477.3715022,3635,0.33481651544570923
1649818645.7980387,3799,0.33419111371040344
1649818682.8832374,3837,0.3194040060043335
1649819369.5337436,3999,0.3237789273262024
1649819574.8584967,4039,0.3152664303779602
1649819730.4275126,4199,0.3259110152721405
1649819770.0360417,4241,0.301857054233551
1649819988.8998904,4399,0.3297627866268158
1649820035.4972224,4443,0.30717599391937256
1649820185.145817,4599,0.32947003841400146
1649820380.1029177,4645,0.28678223490715027
1649820521.7361815,4799,0.30787593126296997
1649820565.5991871,4847,0.3006880581378937
1649820986.8472204,4999,0.3108597695827484
1649821039.2371511,5049,0.30888810753822327
1649821194.7429163,5199,0.306707501411438
1649821247.2367167,5251,0.2939431071281433
1649821399.0064306,5399,0.28992465138435364
1649821454.447262,5453,0.28637418150901794
1649821603.270118,5599,0.2903696298599243
1649821660.3093765,5655,0.2965637147426605
1649821808.5334423,5799,0.2845393419265747
1649821869.9146817,5857,0.28839993476867676
1649822015.751863,5999,0.2677668333053589
1649822170.949686,6059,0.28839296102523804
1649822314.3028102,6199,0.2571185231208801
1649822379.0136435,6261,0.2832391560077667
1649822524.798048,6399,0.26092982292175293
1649822591.163341,6463,0.28676360845565796
1649822736.1936553,6599,0.266518235206604
1649822805.7296703,6665,0.2669057846069336
1649822950.417244,6799,0.2661747336387634
1649823023.6709452,6867,0.25802382826805115
1649823166.1966023,6999,0.2565835118293762
1649823240.1171753,7069,0.24250361323356628
1649823380.2470763,7199,0.25151824951171875
1649823455.4063258,7271,0.258457750082016
1649823592.7991276,7399,0.2342858463525772
1649823671.4766126,7473,0.24496617913246155
1649823807.980647,7599,0.248393714427948
1649823887.3723161,7675,0.24399890005588531
1649824022.1190937,7799,0.23875588178634644
1649824104.7098086,7877,0.2444365918636322
1649824234.6964262,7999,0.24492688477039337
1649824418.839751,8079,0.22312092781066895
1649824541.9899101,8199,0.23207643628120422
1649824628.662405,8281,0.22684979438781738
1649824751.996674,8399,0.23852315545082092
1649824840.193487,8483,0.22772067785263062
1649824961.9750957,8599,0.2293725609779358
1649825051.2565813,8685,0.21244306862354279
1649825169.4340594,8799,0.22133754193782806
1649825261.6086178,8887,0.2242717146873474
1649825378.6175454,8999,0.2238348126411438
1649825473.0158174,9089,0.21550044417381287
1649825586.3309333,9199,0.23323145508766174
1649825682.6623838,9291,0.20862793922424316
1649825792.2002587,9399,0.21915441751480103
1649825888.9552968,9493,0.2011118233203888
1649825997.6601827,9599,0.21728725731372833
1649826097.3055665,9695,0.20985907316207886
1649826204.564638,9799,0.20329751074314117
1649826303.918905,9897,0.20537491142749786
1649826411.4379804,9999,0.20021018385887146
1649826606.211183,10099,0.2022242546081543
1649826708.6110485,10199,0.19899892807006836
1649826811.2552507,10301,0.2010939121246338
1649826910.7496305,10399,0.19579432904720306
1649827017.7651193,10503,0.19566071033477783
1649827115.4522562,10599,0.19351063668727875
1649827225.9047282,10705,0.18597561120986938
1649827321.1431875,10799,0.19465649127960205
1649827431.9878762,10907,0.18589770793914795
1649827526.2958155,10999,0.19418975710868835
1649827638.9828212,11109,0.18825387954711914
1649827732.1969724,11199,0.18308094143867493
1649827847.2367566,11311,0.19022053480148315
1649827938.252656,11399,0.189253032207489
1649828055.7480257,11513,0.18481767177581787
1649828143.8129785,11599,0.1846829056739807
1649828260.4542966,11715,0.19046950340270996
1649828346.1106818,11799,0.18777626752853394
1649828467.0676374,11917,0.18706563115119934
1649828550.0127175,11999,0.18914379179477692
1649828671.1087604,12119,0.18724504113197327
