Wall time,Step,Value
1650456385.7356536,199,0.8673450946807861
1650456386.81248,201,0.8673450946807861
1650456490.2564807,399,0.809687077999115
1650456492.403074,403,0.809687077999115
1650456596.2945178,599,0.785112738609314
1650456599.4702559,605,0.8089538812637329
1650456702.6695778,799,0.6875444054603577
1650456706.9257362,807,0.6875444054603577
1650456809.3707507,999,0.7247167229652405
1650456814.7585938,1009,0.8746004700660706
1650456917.2836552,1199,0.1719813346862793
1650456923.7453127,1211,0.17075613141059875
1650457025.3229363,1399,0.0586005374789238
1650457032.8828564,1413,0.09150588512420654
1650457133.3227923,1599,0.06577886641025543
1650457141.9277802,1615,0.05195844545960426
1650457241.2147398,1799,0.042739737778902054
1650457250.9424877,1817,0.06303586065769196
1650457349.074854,1999,0.03569120168685913
1650457428.5637896,2019,0.035887934267520905
1650457525.0297751,2199,0.034678373485803604
1650457536.9594266,2221,0.03789978474378586
1650457633.5492995,2399,0.025016378611326218
1650457646.5434394,2423,0.03173088654875755
1650457741.7459326,2599,0.023475108668208122
1650457755.8277156,2625,0.022762147709727287
1650457849.7541642,2799,0.018876023590564728
1650457864.9145112,2827,0.019598819315433502
1650457957.8746557,2999,0.020585091784596443
1650457974.1680512,3029,0.01766250655055046
1650458066.099745,3199,0.017182890325784683
1650458083.4031286,3231,0.016346044838428497
1650458174.2874088,3399,0.013959094882011414
1650458192.7013881,3433,0.011303091421723366
1650458282.4852304,3599,0.013418741524219513
1650458301.9954667,3635,0.010854152962565422
1650458390.768272,3799,0.009673651307821274
1650458411.2146027,3837,0.011394403874874115
1650458498.8972447,3999,0.014055403880774975
1650458588.739803,4039,0.013484138995409012
1650458672.9248934,4199,0.009320802986621857
1650458694.9046147,4241,0.008097471669316292
1650458777.7970512,4399,0.011409347876906395
1650458801.5275962,4443,0.00979667529463768
1650458884.734821,4599,0.009340718388557434
1650458909.5243998,4645,0.00826988834887743
1650458992.105443,4799,0.009135881438851357
1650459017.9410214,4847,0.008929071947932243
1650459099.3302045,4999,0.006574283819645643
1650459126.0315466,5049,0.008806192316114902
1650459205.8222947,5199,0.007511530537158251
1650459233.73087,5251,0.00988670065999031
1650459313.2743556,5399,0.007305638864636421
1650459342.3335373,5453,0.009460452944040298
1650459420.9749122,5599,0.0060071786865592
1650459451.2126853,5655,0.007084337063133717
1650459529.0242186,5799,0.0058215586468577385
1650459560.4193237,5857,0.005959494039416313
1650459637.297095,5999,0.006143625359982252
1650459730.9364889,6059,0.006957455072551966
1650459805.0308728,6199,0.006149857304990292
1650459838.359909,6261,0.007073359563946724
1650459912.502392,6399,0.006682750303298235
1650459947.0310051,6463,0.006599510088562965
1650460020.368434,6599,0.00586877902969718
1650460055.8891501,6665,0.006295396946370602
1650460128.2980852,6799,0.004270165227353573
1650460165.133708,6867,0.003354098182171583
1650460236.6211846,6999,0.004037555772811174
1650460274.5044427,7069,0.004032218363136053
1650460344.8871326,7199,0.0027455519884824753
1650460383.829802,7271,0.002991174580529332
1650460452.7977228,7399,0.002754631917923689
1650460492.919587,7473,0.00440205167979002
1650460560.982709,7599,0.003666427917778492
1650460602.0405395,7675,0.0028072744607925415
1650460669.1656592,7799,0.0026017394848167896
1650460711.389507,7877,0.003535123076289892
1650460777.5572813,7999,0.0028619805816560984
1650460889.5642047,8079,0.0022305739112198353
1650460953.025173,8199,0.003514991607517004
1650460996.6532733,8281,0.0029771551489830017
1650461058.6299868,8399,0.001807014923542738
1650461102.801225,8483,0.0025512799620628357
1650461164.5485704,8599,0.002341398037970066
1650461210.2286053,8685,0.001551019842736423
1650461271.182077,8799,0.0026513265911489725
1650461318.502792,8887,0.0016617930959910154
1650461378.7582188,8999,0.0026917369104921818
1650461427.3503175,9089,0.0016930804122239351
1650461486.7678623,9199,0.0024794612545520067
1650461536.584418,9291,0.001177624217234552
1650461595.0632265,9399,0.0012390553019940853
1650461645.9585595,9493,0.0015858255792409182
1650461703.3829849,9599,0.0012669081334024668
1650461755.3768075,9695,0.001573688117787242
1650461811.0487027,9799,0.0015478625427931547
1650461863.3971107,9897,0.0013148831203579903
1650461917.8955252,9999,0.0016021234914660454
1650462032.914158,10099,0.0012036911211907864
1650462086.3983405,10199,0.0012444478925317526
1650462141.7940207,10301,0.0010923079680651426
1650462195.0046613,10399,0.0010947177652269602
1650462251.5267997,10503,0.0009615172166377306
1650462303.6308086,10599,0.0008707718225196004
1650462360.9804678,10705,0.0008932473137974739
1650462412.0534,10799,0.0012662438675761223
1650462470.5714629,10907,0.0008933276985771954
1650462520.3889978,10999,0.0009196455939672887
1650462579.8333774,11109,0.0007700072601437569
1650462628.5713675,11199,0.0008736954187043011
1650462688.7280533,11311,0.001096084713935852
1650462736.089404,11399,0.0008843233226798475
1650462797.4745889,11513,0.0009551566326990724
1650462843.710246,11599,0.0007016254821792245
1650462906.2019405,11715,0.0007570325979031622
1650462951.5891333,11799,0.0008535663364455104
1650463015.2889519,11917,0.0012337465304881334
1650463059.5756483,11999,0.0010307163465768099
1650463124.5609064,12119,0.0008196631097234786
